fips,lat,lon
38085,46.11265390910041,-101.0403052840492
48127,28.42253599822051,-99.75672612500446
27045,43.67400469791445,-92.09017554073536
45023,34.692057292076555,-81.1595312709209
27073,44.99548738522718,-96.1734783261837
49005,41.722429410373095,-111.74362099552141
55093,44.71940150256348,-92.42250349068898
13049,30.781727201573524,-82.13768814116655
13233,34.00178448544975,-85.18815338218799
17113,40.49089161855978,-88.8473242779787
23001,44.165848429222635,-70.20644499598612
16055,47.67435662703902,-116.70176203050892
32003,36.21519630845171,-115.01356105204539
20147,39.78458311175975,-99.34702212255979
31089,42.45571084677343,-98.78384470655693
29101,38.744085485538996,-93.80636749323646
55063,43.90656902485827,-91.11521797384823
22021,32.09237154480466,-92.11657357029937
21061,37.20884019972996,-86.2386201505042
17005,38.88682871115468,-89.43554242324815
17009,39.96176162875662,-90.75035562116094
27085,44.82355906933828,-94.27243561331544
55033,44.946583990399645,-91.89640359901003
08027,38.108677902455916,-105.36747176903849
29123,37.478095496055595,-90.34502615956956
48353,32.30349025793006,-100.40605246324634
42127,41.64878739590246,-75.30323684106258
36091,43.10738119605927,-73.86390455409185
48041,30.660798971514264,-96.30238494429508
40095,34.02451017472826,-96.76913438580131
24001,39.621473212110715,-78.69753854724996
54103,39.605263266124375,-80.6390976036208
55053,44.31915044033161,-90.8051677337312
41007,46.01752615117685,-123.71699916094857
53041,46.57776817522099,-122.39263834749154
36003,42.25737345504469,-78.0275489619422
19031,41.772326658733235,-91.13242304447498
18117,38.54177888553925,-86.49506928144629
13089,33.77154709469102,-84.22643246416797
13227,34.46431977949627,-84.46563905236015
30015,47.88058387863839,-110.4352238028833
31017,42.43002059614232,-99.92950645176711
47013,36.40351281456289,-84.14938458042471
37069,36.08277335342429,-78.28569657211337
24510,39.30097923542962,-76.61064707345615
20111,38.4561871377106,-96.15263975015426
19027,42.036233289358876,-94.86055416877535
22107,32.00176628631962,-91.34010390611286
47123,35.442644888397936,-84.2528004788853
20075,37.99915254384024,-101.79125646473659
19151,42.734135106562086,-94.67874661170423
16045,44.061546536481806,-116.39751896468773
05063,35.74158625731191,-91.56968438789335
05085,34.75426857962607,-91.8887851939667
18111,40.95584774357455,-87.39753659425575
13119,34.375398965661205,-83.22906740808435
12051,26.553415740632726,-81.16589557039933
13265,33.566090840766385,-82.87876446867104
48245,29.85372892421335,-94.15343945913355
30059,46.59822407815071,-110.88566138497707
08067,37.28658194831173,-107.84327068471887
48027,31.03734520192477,-97.47874404825369
28069,32.75455793067891,-88.64115942389179
05019,34.05092604908577,-93.17635064182195
41035,42.68640894061534,-121.65012099551647
36075,43.463883249578856,-76.20868678416602
72105,18.288417762163547,-66.25255089777481
01019,34.1759559676469,-85.60379371540516
48019,29.747204989169038,-99.24624411005713
30087,46.22965226620243,-106.73071223523469
35059,36.48166847948505,-103.47097051336085
26153,46.04247981514261,-86.17729449039588
36111,41.88814562685302,-74.25856951631741
34007,39.803539237711796,-74.95975435337745
17083,39.085505484648984,-90.35652829149707
51085,37.76010688615899,-77.4909783741681
20199,38.916661139760315,-101.76357400528762
26003,46.94826921077377,-86.57216017165804
05049,36.38165390743174,-91.81824884067241
48215,26.396728486111083,-98.18108719734752
37155,34.640246125343715,-79.10386148671599
26123,43.55416755061629,-85.80091729262858
41049,45.41900453891457,-119.58427503116037
27153,46.07062663174002,-94.89760267705309
05083,35.21491085705626,-93.71657515533333
37109,35.48559502095447,-81.22353262260465
05091,33.312450656716685,-93.89207844343596
12095,28.514447983121833,-81.32352861278193
08111,37.76404307296361,-107.67614727490981
16041,42.18109165128063,-111.81320111274694
13045,33.58279785168087,-85.07976305419761
20161,39.29655321023621,-96.73517697004964
48413,30.897452608758634,-100.53854604449901
51167,36.93387052815774,-82.09535692026063
37027,35.95303877832071,-81.54643729228879
16065,43.78414025171727,-111.65918848225698
18173,38.09216895213315,-87.27205931939739
21001,37.104153439542245,-85.28064976702846
21077,38.75686371871899,-84.85920597261304
21097,38.44180350908736,-84.33139583434142
23023,43.9117268927382,-69.83930895485035
30097,45.813893754257585,-109.94101389625193
48181,33.626808552474145,-96.67772538632981
42059,39.85379981052635,-80.2228738563809
02188,67.00817244319961,-160.0069785365713
20051,38.91475125281333,-99.31723162325589
01065,32.76266422583374,-87.62911768300788
01105,32.638465655945794,-87.29440078715764
01033,34.70043379511697,-87.80498528097974
20151,37.64773533740514,-98.73959570923387
21017,38.20672995142803,-84.21713995593002
47149,35.84270652601633,-86.41673788589323
13075,31.153991028511655,-83.430465067325
20101,38.48130471816583,-100.46639844878969
40059,36.78880252192343,-99.66740110165172
17147,40.01035274506627,-88.59108665019723
48107,33.61462503093874,-101.29995845076913
72053,18.362209252075903,-65.60656081310634
01063,32.85313884232714,-87.95223091581879
16033,44.28390563419406,-112.3512975113276
19109,43.20413002945277,-94.20671993045801
72151,18.055966288134595,-65.86330231939804
38013,48.79101842393386,-102.51816051953672
37063,36.03602896395405,-78.87659272505864
19085,41.68285305544488,-95.8169202329529
31103,42.87882906436264,-99.71234971177198
19187,42.42794266413178,-94.1817646185475
17151,37.41270956355231,-88.56158197600558
47159,36.2505340965399,-85.95671456803962
51089,36.68277267955634,-79.87395250329263
51510,38.8184530168154,-77.08620393026196
19101,41.03176206665082,-91.94887287864174
30049,47.122442908093824,-112.39045501141901
49013,40.29824232341618,-110.42518445665347
40003,36.73098891175136,-98.32397818009511
48119,33.386292739310534,-95.67227081680537
47169,36.392042856552784,-86.15675276040889
21193,37.244293323544014,-83.22148160249353
46039,44.76005795180375,-96.6679741403538
41029,42.43215588836452,-122.72851787740697
72067,18.134180726830138,-67.11402229560055
48507,28.866211422108222,-99.7605956716833
31007,41.545938985167595,-103.71046021773357
19121,41.330714206573354,-94.01556195311855
12011,26.152129659269978,-80.46042429579725
13279,32.121720331422644,-82.33129290988467
26151,43.443311608456256,-82.6457538571445
48397,32.89785203075841,-96.40788326557269
26163,42.284745476717546,-83.26113286607762
27105,43.67423978964122,-95.75338644582635
27001,46.60825972040363,-93.41543313990522
38071,48.2689430234537,-98.72010504680895
37145,36.39009512074599,-78.97180514332356
20195,38.91432491437285,-99.87273583623882
28151,33.28382476939247,-90.9473202223709
48133,32.32707307071535,-98.8323222503691
28055,32.74138791970773,-90.98921065512016
48123,29.082081292448745,-97.35677844393635
48005,31.254783081415496,-94.6118635151071
45081,34.00608285069762,-81.72679765869424
29125,38.16163489123737,-91.92488596655458
05001,34.289187201459825,-91.37422202548049
29109,37.106351208009066,-93.83293656234467
51540,38.03749147796416,-78.4854998839871
17011,41.40414592620832,-89.52865575676218
39145,38.80390381646238,-82.99288891030133
37115,35.858035808329134,-82.70575826211835
16053,42.68990474340248,-114.2639413632211
39163,39.25098497961994,-82.48535004495615
48309,31.552380150346494,-97.20178649961136
16037,44.241116379594885,-114.28171239549191
19089,43.35676733601918,-92.31719890324712
12099,26.647555964508538,-80.4365175034594
13181,33.793659647623244,-82.4512128028345
01013,31.752433942007322,-86.68028921563347
47165,36.469408833089624,-86.4603553616746
51097,37.718636094521756,-76.8952824642286
05015,36.34107106180495,-93.53816457405439
51820,38.067416581069125,-78.90135420957736
02220,57.17977578630482,-135.3049651194252
41051,45.54679057037232,-122.41492320260714
47061,35.38836670291384,-85.72258239093702
27057,47.10862980132412,-94.91662059804477
38081,46.107938298339704,-97.63073268981782
36089,44.49640214206508,-75.06895227507306
29179,37.362326557392976,-90.96908283371812
06067,38.44932148014232,-121.34425533063049
39125,41.116620829605964,-84.58019455878046
18179,40.729186646906804,-85.22121985756984
51063,36.93160126816413,-80.3625657302789
06083,34.53825125810662,-120.03101114084431
54005,38.02299659064608,-81.71121262867013
28009,34.81728646076817,-89.18847548402492
21055,37.35276035718022,-88.0972630175076
19147,43.082064285804016,-94.67813707069892
19159,40.735202298146866,-94.24397191200391
37151,35.71034174704377,-79.80600702247602
24015,39.56242025949653,-75.94810696444443
18171,40.34690332943677,-87.35331448127178
31077,41.567440295361145,-98.52124452012974
31095,40.17576085981432,-97.14271565476126
31151,40.524061083892136,-97.14090869965187
21119,37.35405239895739,-82.95413134086817
19045,41.89803580541182,-90.53197243566383
27063,43.674173292900264,-95.15411302470027
27039,44.0225820493041,-92.86205251342959
27047,43.67384418031576,-93.34881585784996
06009,38.20460680302321,-120.5541320968074
25001,41.77344927347821,-70.23813749230834
51119,37.622707771687466,-76.50591334308172
42065,41.128145125355005,-78.99942145581886
18089,41.47220987382497,-87.37638934922356
47003,35.51379787204556,-86.45888569603491
47027,36.55115710938569,-85.54385919062172
17029,39.52029614121396,-88.22175350372889
47097,35.76054187080741,-89.63050590397214
41001,44.70917427476903,-117.6753634560514
36097,42.39379829496844,-76.87517613122954
26159,42.28510558029356,-86.30641489062258
17131,41.2053450192575,-90.74139388190399
21127,38.067878615741705,-82.73475466085267
21175,37.92228090909028,-83.25889312691301
21177,37.215792266320236,-87.14204166348102
17049,39.05978193955748,-88.58985336101954
47105,35.73477920931295,-84.31186766954819
46025,44.85825389405309,-97.72949628982472
15003,23.718637630173138,-164.7367415728036
12041,29.725822716052356,-82.80036653132571
18157,40.38861873391837,-86.8940974114274
42109,40.76983249552493,-77.07017142189035
48277,33.667262048266664,-95.57120069910027
12086,25.610580823162586,-80.50544049076021
31057,40.17623523148647,-101.68796142998752
48289,31.296506808825363,-95.99569065335095
08097,39.2171057452219,-106.9165777489814
38035,47.921915185876415,-97.45692394040347
18091,41.549021557186066,-86.74236621345048
18057,40.072479110860584,-86.05202820403156
51595,36.69532994765687,-77.5356107293027
40081,35.70296950235248,-96.88089138025842
20071,38.48053745281061,-101.8059684351551
13145,32.736004085994566,-84.90898811419821
13251,32.750586627111744,-81.61193455444636
72127,18.42225805542577,-66.06832552599944
48433,33.17912438728267,-100.25330550680974
39069,41.33388515854295,-84.06823041152256
33009,43.94066631400012,-71.82071979080597
29145,36.905508841366505,-94.33924650287305
18129,38.0217827076993,-87.86847539433211
48311,28.352687960191336,-98.56784111948866
17035,39.273346824985694,-88.2401981655908
13297,33.78155713143051,-83.73384662551811
27121,45.586020329050456,-95.44449203463122
51157,38.68477222391946,-78.1592301972565
51009,37.60479191720784,-79.14514312754356
06111,34.357068891404964,-119.12601381132728
17033,39.002698066600914,-87.7595511475628
08093,39.11933852035165,-105.71724347336632
06037,34.19818156970779,-118.26105416110788
04027,32.76961884111249,-113.90561880073031
13129,34.5031701934327,-84.87591392084526
19025,42.385184849747624,-94.64041360320647
12055,27.343379734711696,-81.34103790558622
51580,37.77861618146802,-79.9867558926245
50017,44.00564094557173,-72.37688574949053
20113,38.39166664526082,-97.6480798696759
04021,32.90436651190893,-111.34473989534344
39051,41.601798903021056,-84.13007952696366
08003,37.572893140220934,-105.7882881969286
12017,28.852154488461903,-82.59424495742778
72049,18.323366979386396,-65.30080099273108
72051,18.472020964622576,-66.26203066850898
47041,35.979860662383295,-85.83275165387633
42031,41.19238953808111,-79.42096345278789
46097,44.02195118388962,-97.61024517110066
46073,44.06634583180469,-98.62967497114057
18031,39.30699993429243,-85.5011430488422
18037,38.3642764320477,-86.87980211886264
51057,37.939174347849594,-76.9410653016291
45089,33.619925491343025,-79.72771203099907
36031,44.11721752231957,-73.77270944243517
19195,43.377398448935715,-93.26084754955104
40063,35.04836294641403,-96.25018797268865
51027,37.2666155971013,-82.03601465471701
51005,37.787777549779875,-80.00617518745572
28087,33.47290926804866,-88.44331348710458
18143,38.685069937367246,-85.74746809822292
08099,37.95518318582734,-102.39334897742714
48435,30.498293028119136,-100.53818749525355
72121,18.083633437276294,-66.9433118196564
40101,35.61613904509566,-95.37947378928114
29043,36.96958299087644,-93.18885453237624
72039,18.289018002710947,-66.5164422168957
28073,31.20603304470124,-89.50867253497456
18137,39.10345466591999,-85.26238637399273
38057,47.30918025738967,-101.8314892421003
13147,34.35089833225399,-82.96424759802463
22049,32.30204937531245,-92.55778124120503
51133,37.85466761872376,-76.37952135609913
48157,29.52751142070536,-95.77094962184958
55047,43.80037889312168,-89.04485970418479
30073,48.22793280587536,-112.22668793162664
55127,42.668485307368705,-88.5419063738902
32021,38.53859613862189,-118.43499564881927
17057,40.47278025938886,-90.20749135423108
36103,40.9404499797594,-72.68527774341898
18161,39.625545840464966,-84.92514203043534
29119,36.62868245926215,-94.34834811235561
31157,41.850574005536934,-103.70795164248514
35047,35.48058467942928,-104.8158979572476
01081,32.60113634678647,-85.35556227040594
48367,32.77764581202111,-97.80509666387643
38021,46.11012510594013,-98.50470435600981
38003,46.93610646687774,-98.0715401200102
27143,44.579478372978905,-94.23214207618514
13293,32.88127004237606,-84.29934351461453
06097,38.52529257327961,-122.92254465312702
26033,46.32817843240274,-84.52936792432763
16019,43.387742379099706,-111.61475270452246
13013,33.9931962176447,-83.71275518849077
13183,31.752584831623818,-81.74576697561812
48271,29.350207578470965,-100.41794661793685
40115,36.83551374766293,-94.81042962048518
42033,41.0000388873189,-78.47417644711551
26037,42.943652366154645,-84.60151655198453
72133,17.9530033160089,-66.38669382430722
17135,39.23104398254792,-89.47885001892561
28003,34.88077145759662,-88.58026455958317
28071,34.35675780592797,-89.48491926712343
22043,31.599733455616306,-92.55948672373098
29005,40.43084757333953,-95.42809347200439
17115,39.860002788050046,-88.96155193153001
26149,41.914414245782986,-85.52774467842369
17055,37.99229269139881,-88.92416550241629
30033,47.27763872492429,-106.99288906482636
31001,40.52446870390317,-98.50120895429335
27109,44.003783335394466,-92.40178906359608
34039,40.65993108893349,-74.30822161963778
72139,18.336311373453313,-65.99912398340969
01097,30.68515120698933,-88.1975237902618
46087,43.67431084552827,-97.36844318088859
01057,33.72120614448541,-87.73886196121266
01017,32.91437222977549,-85.39204294896058
37131,36.417731243510275,-77.39682121070423
08081,40.61842222001418,-108.20729060393558
21087,37.264109406940086,-85.5531056603441
18047,39.4148645185041,-85.06028488273374
37013,35.48698381500474,-76.84531440545888
72073,18.210645912568417,-66.58844533396962
38015,46.9774520619942,-100.4687377373634
37159,35.639425670987826,-80.52474978582092
26071,46.20866708751957,-88.53055286935083
27067,45.15239181218633,-95.00473992058322
21237,37.73931959149312,-83.49317515073157
48149,29.876786793276466,-96.9197617178075
46081,44.35862718048803,-103.79222451534491
23029,44.96945910046388,-67.6090594870989
48045,34.530264104688236,-101.20859330512667
26131,47.02218457653131,-89.4347315443192
28015,33.448525850609265,-89.92019769878148
41003,44.491799035398586,-123.42924906318692
27133,43.67463061101472,-96.25320744680558
42063,40.65195740132567,-79.08756390867059
22061,32.601619365204456,-92.66488722582024
42099,40.39841012137152,-77.26229513207572
46137,44.98041189185979,-101.66585707725201
48203,32.548133197788744,-94.37148655474
26013,46.69970944850879,-88.35218034490121
40131,36.371536669759905,-95.60434008067008
29019,38.99061517565864,-92.30967935006174
72097,18.183101296930246,-67.60506375832972
40015,35.17440603602564,-98.37515818777881
08059,39.586431561734855,-105.25047007217421
54011,38.420296873617104,-82.24171668909308
48383,31.366192129113635,-101.52300841357271
05141,35.58063265752401,-92.51573697386868
08117,39.634170805988816,-106.11637913722238
20035,37.237752660704025,-96.8374891768679
05071,35.56965345937117,-93.46008617874301
36041,43.66112162764524,-74.49735513458008
51045,37.481706390406586,-80.21139542165835
48083,31.773206867996333,-99.4536376506623
02290,65.50865541641369,-151.38961444037676
04017,35.39955033686066,-110.32141934752828
28085,31.532384395264636,-90.45397123887592
48357,36.278413713930846,-100.81565396942432
48103,31.428497465419944,-102.5155684444087
56003,44.526715213542566,-107.99519876821621
47081,35.80325067911117,-87.47330822781251
28143,34.65067525908969,-90.37501084418501
29081,40.354668582880116,-93.99206372795594
72029,18.32899321999656,-65.88788760634257
18005,39.20597057207058,-85.89760297315814
13223,33.920546314907156,-84.86727882824098
39015,38.933827895783644,-83.86729654946814
47141,36.14083280753407,-85.4951907227226
38101,48.22172062891093,-101.54180575301066
25027,42.351394851231525,-71.9077251283236
39091,40.38847345848254,-83.76585220545535
06031,36.07522468831137,-119.81547270473742
06073,33.02818612476271,-116.77020425009958
72123,17.972954012563363,-66.26197566154893
13079,32.71450166256473,-83.98634232464649
72103,18.21103043995129,-65.73609487205208
29037,38.6469784389636,-94.3548163122881
36027,41.76514742935327,-73.74286304403192
48477,30.214530426114628,-96.40344376392052
08101,38.173420234798876,-104.51284554996248
29067,36.93259759477997,-92.49880576617002
38009,48.79221554830833,-100.83333194937269
37051,35.04873056133939,-78.82767940109308
56017,43.71892899649353,-108.44209715080163
26001,44.68362337801405,-83.12900751537079
06061,39.063431388633845,-120.71764593282425
05129,35.91091737158878,-92.69949877524705
48305,33.17682444061189,-101.81612383692755
36077,42.63376356791823,-75.03260595131492
37153,35.00604835446355,-79.74777802260814
37093,35.01753964845573,-79.23727925590926
31131,40.64850099901692,-96.1347754285888
42023,41.43679284108411,-78.20387322184146
45035,33.079313061032764,-80.40668575413785
27161,44.022123653125846,-93.5872832230457
46015,43.71805888350262,-99.08093539602712
47177,35.67868270954711,-85.77849803616793
17023,39.33357547231264,-87.7877174065864
21201,38.51881443892352,-84.05202419754805
47095,36.33538436364781,-89.49346679604976
45015,33.19732628439093,-79.95215830767836
05051,34.57671324520718,-93.15040048280301
20139,38.652328921557675,-95.72694514100846
39155,41.317171252778856,-80.7611567713389
48333,31.495191172069692,-98.59545836469978
48359,35.40503461812852,-102.60287060318474
42019,40.91201396478409,-79.91330635036144
16049,45.84419769834436,-115.46748731012381
20115,38.358872436474805,-97.09689035890024
51029,37.572207754127525,-78.52870732505853
37025,35.38678394597826,-80.55187915286255
29225,37.28090534129602,-92.87587702409871
49011,40.99006871678522,-112.111371277114
27033,44.0071075256468,-95.18115304491778
12093,27.38630361272846,-80.88858501098404
13291,34.834025717907515,-83.990719957366
19013,42.470095743344515,-92.30881970888127
48403,31.3431998627324,-93.85180241480205
39131,39.07737143830813,-83.06685414501386
01125,33.2895498550736,-87.52502627599387
01131,31.989240193826603,-87.30820176186637
28097,33.494102419821076,-89.61639569570796
31099,40.506707259498114,-98.94802163477003
31087,40.17634692148465,-101.04227241722708
10003,39.57833040186238,-75.6389781208356
16081,43.759429875153494,-111.20761454168026
17161,41.46732856834572,-90.56741260674896
51073,37.40120862682599,-76.52296674177683
05133,33.99723567211395,-94.24128281224978
18017,40.76149149695593,-86.34594655889954
16077,42.69365611385622,-112.8406559646965
18015,40.58285855990278,-86.5634841343972
42101,40.007636037034786,-75.13394467610266
56043,43.904997008643676,-107.68286071986323
37029,36.34112162164066,-76.16095040386585
36109,42.45201867878993,-76.47365413008143
05069,34.2682942861313,-91.9303672279473
05079,33.95702049290561,-91.73441334582398
55123,43.5938619305547,-90.83438238761799
29093,37.55514881284075,-90.77349031794438
48223,33.1495558981131,-95.56395016291128
36001,42.60017642923722,-73.97355857095518
48225,31.317732556271846,-95.42267715213127
39111,39.72734707856147,-81.08291770770296
20165,38.52316131362329,-99.3092409496698
18107,40.040378523538905,-86.89329979619563
20187,37.5630613882308,-101.78418319053752
21129,37.59479796964493,-83.71627776867145
27071,48.24547785219277,-93.78335282762554
48029,29.4489578333775,-98.5200258805964
08013,40.092464824533806,-105.35770451019815
47089,36.05098418846615,-83.44631161165279
40097,36.30193447884045,-95.23073910599966
27165,43.97842789284867,-94.61406060841966
16013,43.411940561951354,-113.9801475734592
22053,30.267712856229544,-92.81412184004122
46119,44.71556402682129,-100.13224556452138
08031,39.76197826481018,-104.8757687668996
40029,34.58819972503026,-96.29777857144265
30011,45.51675687650581,-104.53615852960321
48461,31.368730229172886,-102.04303489274804
18051,38.31189162069108,-87.58455640681053
31105,41.19765429147773,-103.71491581484683
17093,41.59057764618278,-88.42878835378376
11001,38.9047746674531,-77.0163024476725
08085,38.40215603231259,-108.26945113483646
27171,45.173926881257316,-93.96307158370458
55059,42.578504100996284,-87.65311823063848
08037,39.6278256165796,-106.69529925700365
06075,37.75971701329248,-122.69395742644525
08113,38.00374039846028,-108.40592213053466
02020,61.14830330024141,-149.19000806892728
12109,29.91218117006266,-81.40988668261045
28019,33.34730706895586,-89.24838119710788
29079,40.11392697661526,-93.56533819740233
26085,43.99006693412225,-85.80164523979572
26139,42.948534903378686,-86.42188216560648
17031,41.89542888166958,-87.6461408782812
17059,37.76281320893402,-88.23045211703574
45047,34.1537009340963,-82.1259255111137
20059,38.564517452640146,-95.28594823801618
27027,46.89234914373362,-96.49065583238348
47075,35.583221834632,-89.2838357979621
49003,41.52101818780879,-113.0820219747987
28139,34.76840022800247,-88.90889802436499
54051,39.86061285312986,-80.663386536644
54035,38.83446832127838,-81.67479431716879
16039,43.353885401412654,-115.46926235265167
24005,39.4430721652527,-76.6163220282102
38005,48.069397013703394,-99.36601301556392
29163,39.34383518860717,-91.17136320535847
39087,38.59846860631846,-82.53674623931096
29201,37.05302936687574,-89.56856534953673
39001,38.845502934156734,-83.47214941514531
48143,32.2362586700104,-98.21796670847831
13137,34.63103328215364,-83.53112896993832
13319,32.80240552041647,-83.17124906685696
54061,39.630283889751745,-80.04654416022515
39033,40.85077257349779,-82.91977770240716
12027,27.186301955148892,-81.80944358662389
09011,41.46678624407725,-72.10651290291808
39059,40.05205364552501,-81.49425622131196
26015,42.595028424931776,-85.3089680770221
29209,36.74701989949131,-93.45598307479393
51760,37.52944229191017,-77.47558891363336
37169,36.401910388897264,-80.23966550829269
19039,41.02903882784603,-93.78518694967384
19065,42.86259615662521,-91.84432433609742
06041,38.05518751867259,-122.74886242241601
48381,34.9658570010494,-101.89694452907501
48401,32.107679205610914,-94.76184558921285
19181,41.33437345802914,-93.56135936589028
39161,40.85539824089522,-84.58609912525826
12043,26.95638722899312,-81.18898521725279
13199,33.04053927815328,-84.68829861782109
08023,37.277952273541935,-105.42824970602042
48099,31.390905430719098,-97.79921959937496
19001,41.33074642835777,-94.47094134345525
13053,32.34697127500695,-84.78704620585974
06043,37.58152230913984,-119.90551702920853
29089,39.14249663959074,-92.69626481565042
41047,44.903261739645345,-122.58454468052788
55079,43.01545688597898,-87.5805486640708
27139,44.648482419347324,-93.53589743999895
39129,39.64194108446823,-83.02439162653637
51145,37.550187151280895,-77.91519425864719
08014,39.954135721465434,-105.05266445908508
47099,35.2172743548034,-87.39558443687626
26009,45.00738381260105,-85.17582215781803
45069,34.60206033610596,-79.6787226220577
16009,47.217537851623455,-116.65865416197992
17103,41.74610544373805,-89.30030925039655
