period,plantid,latitude,longitude,point_url
2023-01,57467,32.960714,-87.655419,"https://api.weather.gov/gridpoints/BMX/29,58/forecast"
2023-01,47,34.7439,-87.8486,"https://api.weather.gov/gridpoints/HUN/17,40/forecast"
2023-01,46,34.7042,-87.1189,"https://api.weather.gov/gridpoints/HUN/44,40/forecast"
2023-01,48,34.421272,-86.393931,"https://api.weather.gov/gridpoints/HUN/71,29/forecast"
2023-01,49,34.8069,-87.3819,"https://api.weather.gov/gridpoints/HUN/34,44/forecast"
2023-01,55271,32.6514,-86.7386,"https://api.weather.gov/gridpoints/BMX/64,46/forecast"
2023-01,38,32.100881,-87.399767,"https://api.weather.gov/gridpoints/MOB/73,131/forecast"
2023-01,6131,32.324242,-86.784319,"https://api.weather.gov/gridpoints/BMX/63,32/forecast"
2023-01,54096,32.426016,-86.870912,"https://api.weather.gov/gridpoints/BMX/60,36/forecast"
2023-01,55241,30.7478,-88.0575,"https://api.weather.gov/gridpoints/MOB/51,70/forecast"
2023-01,54802,32.1761,-85.0272,"https://api.weather.gov/gridpoints/BMX/129,30/forecast"
2023-01,55138,32.54098,-85.038879,"https://api.weather.gov/gridpoints/BMX/128,46/forecast"
2023-01,60058,34.831511,-87.842204,"https://api.weather.gov/gridpoints/HUN/17,44/forecast"
2023-01,62462,34.76973,-87.90454,"https://api.weather.gov/gridpoints/HUN/15,42/forecast"
2023-01,61901,34.610987,-86.611551,"https://api.weather.gov/gridpoints/HUN/63,37/forecast"
2023-01,62449,30.737741,-88.04977,"https://api.weather.gov/gridpoints/MOB/52,69/forecast"
2023-01,50359,33.568164,-86.79873,"https://api.weather.gov/gridpoints/BMX/59,87/forecast"
2023-01,61924,34.94974,-86.868053,"https://api.weather.gov/gridpoints/HUN/52,52/forecast"
2023-01,60583,32.876313,-85.38821,"https://api.weather.gov/gridpoints/BMX/114,59/forecast"
2023-01,63627,35.47056,-93.4464,"https://api.weather.gov/gridpoints/LZK/39,104/forecast"
2023-01,64261,34.97953,-90.80602,"https://api.weather.gov/gridpoints/MEG/15,58/forecast"
2023-01,64262,35.03789,-90.80707,"https://api.weather.gov/gridpoints/MEG/15,61/forecast"
2023-01,64263,34.421,-93.19485,"https://api.weather.gov/gridpoints/LZK/49,58/forecast"
2023-01,166,34.4425,-93.0262,"https://api.weather.gov/gridpoints/LZK/55,59/forecast"
2023-01,170,34.4341,-92.9049,"https://api.weather.gov/gridpoints/LZK/60,58/forecast"
2023-01,174,34.4272,-92.8941,"https://api.weather.gov/gridpoints/LZK/60,58/forecast"
2023-01,6641,35.678442,-91.408761,"https://api.weather.gov/gridpoints/LZK/113,115/forecast"
2023-01,8055,35.311,-93.2351,"https://api.weather.gov/gridpoints/LZK/47,97/forecast"
2023-01,55380,33.296146,-92.589364,"https://api.weather.gov/gridpoints/SHV/119,104/forecast"
2023-01,6009,34.4228,-92.1406,"https://api.weather.gov/gridpoints/LZK/88,58/forecast"
2023-01,55418,34.29759,-92.868344,"https://api.weather.gov/gridpoints/LZK/61,52/forecast"
2023-01,201,35.462382,-93.804926,"https://api.weather.gov/gridpoints/TSA/120,74/forecast"
2023-01,202,35.260102,-91.363426,"https://api.weather.gov/gridpoints/LZK/115,96/forecast"
2023-01,7040,35.351361,-94.294349,"https://api.weather.gov/gridpoints/TSA/103,69/forecast"
2023-01,7135,35.127591,-92.790273,"https://api.weather.gov/gridpoints/LZK/63,89/forecast"
2023-01,7246,33.986501,-91.315788,"https://api.weather.gov/gridpoints/LZK/118,40/forecast"
2023-01,7825,33.6094,-93.7924,"https://api.weather.gov/gridpoints/SHV/75,117/forecast"
2023-01,55221,34.5923,-92.2166,"https://api.weather.gov/gridpoints/LZK/85,66/forecast"
2023-01,55714,34.4297,-92.8317,"https://api.weather.gov/gridpoints/LZK/62,58/forecast"
2023-01,56489,35.9714,-94.0014,"https://api.weather.gov/gridpoints/TSA/113,96/forecast"
2023-01,55340,35.8619,-90.0253,"https://api.weather.gov/gridpoints/MEG/42,99/forecast"
2023-01,203,33.5648,-92.7917,"https://api.weather.gov/gridpoints/LZK/65,20/forecast"
2023-01,10606,33.1421,-91.975,"https://api.weather.gov/gridpoints/JAN/8,98/forecast"
2023-01,54104,33.6417,-94.1083,"https://api.weather.gov/gridpoints/SHV/63,119/forecast"
2023-01,7283,36.024272,-90.509229,"https://api.weather.gov/gridpoints/MEG/24,105/forecast"
2023-01,8015,36.0242,-90.5094,"https://api.weather.gov/gridpoints/MEG/24,105/forecast"
2023-01,172,35.705381,-89.9689,"https://api.weather.gov/gridpoints/MEG/44,92/forecast"
2023-01,193,36.3858,-90.1867,"https://api.weather.gov/gridpoints/MEG/35,122/forecast"
2023-01,7166,34.7956,-92.3569,"https://api.weather.gov/gridpoints/LZK/79,75/forecast"
2023-01,60924,36.164296,-94.082269,"https://api.weather.gov/gridpoints/TSA/110,105/forecast"
2023-01,64392,35.306183,-93.925758,"https://api.weather.gov/gridpoints/TSA/116,67/forecast"
2023-01,195,34.148427,-93.715168,"https://api.weather.gov/gridpoints/LZK/30,45/forecast"
2023-01,187,34.211913,-93.110963,"https://api.weather.gov/gridpoints/LZK/52,48/forecast"
2023-01,197,34.570984,-93.194425,"https://api.weather.gov/gridpoints/LZK/49,64/forecast"
2023-01,10627,34.221213,-91.907365,"https://api.weather.gov/gridpoints/LZK/96,50/forecast"
2023-01,188,35.5207,-91.9953,"https://api.weather.gov/gridpoints/LZK/92,107/forecast"
2023-01,182,36.421507,-93.847373,"https://api.weather.gov/gridpoints/TSA/118,117/forecast"
2023-01,196,36.2491,-92.2401,"https://api.weather.gov/gridpoints/LZK/82,140/forecast"
2023-01,198,36.3635,-92.5763,"https://api.weather.gov/gridpoints/LZK/70,145/forecast"
2023-01,199,35.2503,-93.1686,"https://api.weather.gov/gridpoints/LZK/50,95/forecast"
2023-01,6142,35.4693,-93.8175,"https://api.weather.gov/gridpoints/TSA/120,74/forecast"
2023-01,50638,33.7061,-91.2371,"https://api.weather.gov/gridpoints/LZK/122,27/forecast"
2023-01,57160,35.757401,-91.636887,"https://api.weather.gov/gridpoints/LZK/105,118/forecast"
2023-01,57161,35.744036,-91.765418,"https://api.weather.gov/gridpoints/LZK/100,118/forecast"
2023-01,57162,35.84361,-91.850521,"https://api.weather.gov/gridpoints/LZK/97,122/forecast"
2023-01,57025,36.140849,-94.259713,"https://api.weather.gov/gridpoints/TSA/104,104/forecast"
2023-01,54283,35.484488,-94.392858,"https://api.weather.gov/gridpoints/TSA/99,75/forecast"
2023-01,56523,34.8332,-92.157103,"https://api.weather.gov/gridpoints/LZK/87,77/forecast"
2023-01,55075,34.2181,-91.9025,"https://api.weather.gov/gridpoints/LZK/97,50/forecast"
2023-01,56505,35.848561,-90.725377,"https://api.weather.gov/gridpoints/MEG/17,97/forecast"
2023-01,6138,36.2561,-94.5241,"https://api.weather.gov/gridpoints/TSA/94,109/forecast"
2023-01,56328,36.1855,-94.2841,"https://api.weather.gov/gridpoints/TSA/103,106/forecast"
2023-01,56564,33.649722,-93.811944,"https://api.weather.gov/gridpoints/SHV/74,119/forecast"
2023-01,10050,34.6968,-92.165,"https://api.weather.gov/gridpoints/LZK/87,71/forecast"
2023-01,61839,34.638429,-92.578347,"https://api.weather.gov/gridpoints/LZK/72,68/forecast"
2023-01,62682,36.082301,-94.067149,"https://api.weather.gov/gridpoints/TSA/111,101/forecast"
2023-01,62683,36.04135,-94.140079,"https://api.weather.gov/gridpoints/TSA/108,99/forecast"
2023-01,64444,35.301,-93.734,"https://api.weather.gov/gridpoints/LZK/29,97/forecast"
2023-01,65351,33.602,-92.541,"https://api.weather.gov/gridpoints/LZK/74,22/forecast"
2023-01,59947,33.631538,-92.703611,"https://api.weather.gov/gridpoints/LZK/68,23/forecast"
2023-01,62617,35.233,-91.69,"https://api.weather.gov/gridpoints/LZK/103,95/forecast"
