fips,lat,lon,point_url
26151,43.44331161,-82.64575386,"https://api.weather.gov/gridpoints/DTX/75,86/forecast"
48397,32.89785203,-96.40788327,"https://api.weather.gov/gridpoints/FWD/104,109/forecast"
26163,42.28474548,-83.26113287,"https://api.weather.gov/gridpoints/DTX/59,31/forecast"
27105,43.67423979,-95.75338645,"https://api.weather.gov/gridpoints/FSD/131,70/forecast"
27001,46.60825972,-93.41543314,"https://api.weather.gov/gridpoints/DLH/49,60/forecast"
38071,48.26894302,-98.72010505,"https://api.weather.gov/gridpoints/FGF/39,124/forecast"
37145,36.39009512,-78.97180514,"https://api.weather.gov/gridpoints/RAH/59,83/forecast"
20195,38.91432491,-99.87273584,"https://api.weather.gov/gridpoints/DDC/83,90/forecast"
28151,33.28382477,-90.94732022,"https://api.weather.gov/gridpoints/JAN/46,105/forecast"
48133,32.32707307,-98.83232225,"https://api.weather.gov/gridpoints/FWD/13,86/forecast"
28055,32.74138792,-90.98921066,"https://api.weather.gov/gridpoints/JAN/45,81/forecast"
48123,29.08208129,-97.35677844,"https://api.weather.gov/gridpoints/EWX/170,39/forecast"
48005,31.25478308,-94.61186352,"https://api.weather.gov/gridpoints/SHV/45,13/forecast"
45081,34.00608285,-81.72679766,"https://api.weather.gov/gridpoints/CAE/39,59/forecast"
29125,38.16163489,-91.92488597,"https://api.weather.gov/gridpoints/SGF/115,79/forecast"
5001,34.2891872,-91.37422203,"https://api.weather.gov/gridpoints/LZK/116,53/forecast"
29109,37.10635121,-93.83293656,"https://api.weather.gov/gridpoints/SGF/48,30/forecast"
51540,38.03749148,-78.48549988,"https://api.weather.gov/gridpoints/LWX/51,26/forecast"
