period,plantid,latitude,longitude
2023-01,59961,34.73206,-118.313573
2023-01,59962,34.719538,-118.31301
2023-01,62806,37.61909,-122.4289
2023-01,63189,38.022486,-122.273663
2023-01,63630,37.662431,-121.874678
2023-01,61894,36.624512,-119.673088
2023-01,62077,38.650627,-121.074115
2023-01,63510,34.02188,-117.85051
2023-01,58502,35.024722,-118.164167
2023-01,58906,33.234167,-117.001667
2023-01,58907,33.234167,-117.001667
2023-01,58253,34.075,-118.36
2023-01,58545,32.982778,-115.481944
2023-01,65331,33.84614,-118.30019
2023-01,65330,34.22379,-118.49974
2023-01,57309,33.7331,-118.27722
2023-01,64846,34.239244,-118.583575
2023-01,64877,34.946324,-118.126489
2023-01,64878,34.961922,-118.124208
2023-01,65382,38.859,-121.346
2023-01,65383,38.26147,-122.7373
2023-01,62052,33.191661,-115.433783
2023-01,59235,35.088889,-118.206389
2023-01,59237,34.408333,-116.8625
2023-01,59236,35.060556,-118.243333
2023-01,58698,34.013056,-117.5375
2023-01,63638,37.72201,-121.53097
2023-01,61442,36.464,-121.382
2023-01,61443,36.504,-121.454
2023-01,61444,36.474,-121.371
2023-01,59322,35.305556,-119.6225
2023-01,63021,36.885463,-119.731899
2023-01,63068,36.76655,-119.79858
2023-01,63074,36.60563,-119.4577
2023-01,63091,36.9911,-122.0532
2023-01,63418,35.593903,-119.407215
2023-01,63419,37.089701,-120.149966
2023-01,63420,36.818646,-119.810408
2023-01,59963,34.720499,-118.30046
2023-01,59964,34.730263,-118.30425
2023-01,60027,37.120586,-120.32488
2023-01,60142,36.257938,-119.798139
2023-01,60249,37.542619,-122.231119
2023-01,63651,35.780407,-119.30875
2023-01,65464,35.510942,-119.109941
2023-01,63928,38.38867,-121.93864
2023-01,64994,38.596314,-121.428022
2023-01,59528,34.648889,-118.076667
2023-01,65364,36.267574,-119.631577
2023-01,65766,36.415526,-119.553653
2023-01,61989,36.916111,-119.97138
2023-01,64879,34.941507,-118.129025
2023-01,58699,35.169722,-119.105556
2023-01,50560,37.874056,-120.477556
2023-01,58718,35.150694,-118.875
2023-01,58721,35.150694,-118.875278
2023-01,60558,33.618678,-114.696182
2023-01,60565,33.27011,-116.3496
2023-01,60566,33.35651,-117.113599
2023-01,57840,32.791667,-117.095277
2023-01,57841,33.921667,-118.124444
2023-01,59182,34.435,-117.378056
2023-01,59359,34.473889,-117.562778
2023-01,59360,34.471389,-117.562222
2023-01,59421,34.413056,-117.470833
2023-01,59422,34.4175,-117.469722
2023-01,59423,34.415278,-117.47
2023-01,59916,34.03527,-117.5341
2023-01,61222,37.769189,-121.630163
2023-01,50180,40.63722,-121.92805
2023-01,62004,34.723748,-118.280345
2023-01,62286,34.224041,-118.392921
2023-01,62287,33.8482,-118.3055
2023-01,62320,34.71611,-118.259161
2023-01,62649,38.132245,-122.231965
2023-01,62673,34.728902,-118.322051
2023-01,62674,34.720162,-118.322532
2023-01,8076,34.431419,-119.900055
2023-01,65384,38.576571,-121.291035
2023-01,65404,37.949488,-121.775429
2023-01,65408,33.213138,-117.304166
2023-01,65409,37.568597,-122.27797
2023-01,60275,36.219,-119.907
2023-01,57962,35.008333,-118.241389
2023-01,60336,33.176627,-115.572788
2023-01,60567,33.562061,-117.543777
2023-01,60568,32.95907,-117.191622
2023-01,61107,32.682506,-116.988781
2023-01,60590,34.839012,-118.386843
2023-01,60591,34.839012,-118.386843
2023-01,61718,34.189857,-118.451355
2023-01,62889,33.714672,-117.853061
2023-01,62902,38.53917,-122.81508
2023-01,62015,36.216806,-119.896389
2023-01,61353,32.6685,-115.6292
2023-01,60914,33.766067,-118.284733
2023-01,61249,33.766067,-118.288925
2023-01,61348,33.764227,-118.288925
2023-01,61349,33.764227,-118.284733
2023-01,61593,33.763012,-118.286558
2023-01,61594,33.762421,-118.288214
2023-01,63285,33.778655,-118.23853
2023-01,50299,37.732533,-121.116006
2023-01,50049,40.4728,-124.1014
2023-01,63685,34.68325,-118.3053
2023-01,64376,36.648026,-120.24594
2023-01,54410,35.440539,-119.012861
2023-01,55719,33.9211,-116.5642
2023-01,57459,33.8816,-116.5527
2023-01,57827,36.538056,-119.426388
2023-01,58609,34.553056,-117.456944
2023-01,58610,34.551111,-117.191111
2023-01,58611,34.496944,-117.145
2023-01,58612,34.545,-117.191944
2023-01,58627,34.688889,-118.320278
2023-01,58232,33.767222,-117.0175
2023-01,62245,39.637,-104.529
2023-01,62251,39.523,-107.815
2023-01,62252,39.904373,-104.6848
2023-01,62253,39.637,-104.561
2023-01,62254,39.899,-104.659
2023-01,62255,40.237,-104.779
2023-01,62256,39.80165,-104.62146
2023-01,63681,38.5357,-106.0753
2023-01,63722,40.857978,-105.015561
2023-01,63753,40.22833,-104.77471
2023-01,64021,40.45633,-104.58107
2023-01,64024,37.57176,-106.09988
2023-01,64031,38.46446,-105.21246
2023-01,64265,37.39955,-105.90341
2023-01,64266,37.4512,-105.85916
2023-01,64831,39.89939,-104.66125
2023-01,60283,40.23,-105.03
2023-01,61886,39.923679,-108.462709
2023-01,61462,40.181742,-104.692067
2023-01,59656,38.205278,-104.566667
2023-01,521,39.143808,-108.004777
2023-01,7458,39.363056,-106.821944
2023-01,7372,37.57522,-108.574002
2023-01,7373,37.429538,-108.574871
2023-01,55741,40.945911,-103.162028
2023-01,6208,39.094197,-106.352331
2023-01,466,40.004725,-105.332495
2023-01,54679,40.0111,-105.3347
2023-01,54680,40.0111,-105.3347
2023-01,55931,39.991311,-105.50003
2023-01,10424,39.9456,-105.3565
2023-01,54142,39.6419,-104.9138
2023-01,10081,39.4326,-105.1263
2023-01,10421,39.6208,-106.0662
2023-01,10422,40.035,-106.2053
2023-01,10423,39.4616,-105.677
2023-01,493,38.881389,-104.816944
2023-01,55283,38.6281,-104.7069
2023-01,494,38.855556,-104.933056
2023-01,495,38.841354,-104.973802
2023-01,512,38.453191,-107.337483
2023-01,513,40.376771,-105.509665
2023-01,514,38.451753,-107.539299
2023-01,515,40.421031,-105.223804
2023-01,517,40.34408,-105.534308
2023-01,6159,38.510573,-107.625335
2023-01,516,39.878805,-106.332725
2023-01,518,40.364996,-105.236032
2023-01,519,40.365056,-105.325074
2023-01,520,39.19366,-108.044088
2023-01,10070,39.4588,-105.0657
2023-01,7233,38.973655,-104.901141
2023-01,8219,38.633451,-104.70577
2023-01,61425,40.500969,-105.13143
2023-01,61040,37.773,-102.546
2023-01,56460,37.6735,-102.8622
2023-01,54729,40.106269,-108.711161
2023-01,56173,37.7033,-102.6231
2023-01,57317,37.694535,-105.927622
2023-01,55650,39.857499,-105.225967
2023-01,55453,38.5569,-104.6875
2023-01,58547,38.2725,-108.785556
2023-01,464,37.4594,-105.8947
2023-01,469,39.807275,-104.964548
2023-01,470,38.2081,-104.5747
2023-01,474,38.53419,-106.182003
2023-01,471,39.1364,-108.7347
2023-01,472,39.6919,-105.6978
2023-01,476,39.57013,-107.226876
2023-01,477,40.0195,-105.202
2023-01,525,40.4856,-107.185
2023-01,6112,40.2461,-104.8742
2023-01,467,39.6551,-105.7088
2023-01,6206,37.52372,-107.782786
2023-01,6207,37.866,-107.8831
2023-01,6248,40.2217,-103.6803
2023-01,8067,40.0922,-104.796
2023-01,55835,40.0908,-104.5953
2023-01,60619,39.172111,-103.845358
2023-01,61439,39.808718999999996,-104.781494
2023-01,62952,39.016944,-102.2113
2023-01,56516,39.8586,-105.2256
2023-01,55127,40.217143,-103.68504
2023-01,55207,40.0205,-105.2009
2023-01,55645,39.747875,-104.681404
2023-01,50267,39.067347,-108.592791
2023-01,6761,40.860905,-105.021207
2023-01,57681,40.048025,-105.180327
2023-01,50435,39.252672,-106.374808
2023-01,10180,39.8078,-104.9542
2023-01,58081,40.263,-103.8069
2023-01,62373,40.140285,-104.978012
2023-01,56613,40.941,-103.259
2023-01,460,38.2667,-104.6144
2023-01,6516,38.0492,-103.7136
2023-01,57645,39.904133,-104.654183
2023-01,7995,38.2844,-104.5308
2023-01,57980,37.801111,-104.491944
2023-01,60143,37.710444,-104.505464
2023-01,511,37.178979,-104.487492
2023-01,56563,40.986,-103.436
2023-01,57290,40.9881,-102.8969
2023-01,57315,39.421787,-103.67814
2023-01,56998,38.320833,-104.52639
2023-01,57507,40.592841,-105.147097
2023-01,57509,38.7228,-104.7817
2023-01,57210,40.9475,-103.783889
2023-01,57141,40.591099,-105.145904
2023-01,502,38.032717,-102.073659
2023-01,56481,37.690304,-105.880501
2023-01,57174,40.756944,-102.743055
2023-01,56815,39.836789,-104.697149
2023-01,54630,39.648565,-106.949394
2023-01,56922,39.522904,-107.81341
2023-01,57134,40.9925,-102.853056
2023-01,57244,39.3383,-102.3533
2023-01,62840,40.960618,-104.003174
2023-01,64872,40.952056999999996,-103.907562
2023-01,55505,39.941129,-104.682015
2023-01,57368,37.598579,-105.955832
2023-01,57554,38.957901,-104.806627
2023-01,57377,37.685467,-105.8909
2023-01,54372,40.00759,-105.269204
2023-01,58126,39.380975,-103.573236
2023-01,58127,39.341389,-103.58111099999999
2023-01,59083,39.353333,-103.474167
2023-01,56530,39.6522,-104.7161
2023-01,50206,37.377715,-107.578745
2023-01,56320,40.983,-102.9647
2023-01,56445,40.092192,-104.887844
2023-01,8100,37.4028,-102.6217
2023-01,50205,37.145556,-107.784722
2023-01,504,40.9505,-102.2795
2023-01,56371,40.8944,-104.0206
2023-01,10682,40.2415,-103.631
2023-01,6021,40.4627,-107.5912
2023-01,6619,39.3561,-102.2431
2023-01,50707,40.0986,-104.7736
2023-01,55504,39.2038,-103.7005
2023-01,59742,39.415027,-107.157188
2023-01,508,38.033327,-102.537915
2023-01,507,38.0647,-103.2159
2023-01,63278,39.784879,-104.583391
2023-01,63379,40.280904,-103.61911
2023-01,65178,39.727586,-105.113057
2023-01,59462,39.900556,-104.669444
2023-01,62718,39.044814,-108.419672
2023-01,62719,39.108785,-108.64387
2023-01,55200,39.669200000000004,-105.0018
2023-01,58548,37.772222,-104.832222
2023-01,58574,39.648056,-106.943056
2023-01,63276,39.777621,-104.58591
2023-01,63277,39.766772,-104.59054
2023-01,60801,38.284425,-104.523951
2023-01,64352,40.613557,-103.233735
2023-01,64353,40.613557,-103.233735
2023-01,64355,38.209158,-103.747306
2023-01,64356,40.619084,-103.158886
2023-01,64357,40.260736,-104.824172
2023-01,64358,40.250222,-104.839513
2023-01,64359,40.613557,-103.233735
2023-01,61605,37.777,-106.22
2023-01,61606,37.384,-102.466
2023-01,61752,39.638409,-104.662508
2023-01,61753,39.786769,-104.583574
2023-01,62260,38.8151,-106.1104
2023-01,64648,40.228419,-104.777024
2023-01,64649,39.414671,-108.090731
2023-01,64650,40.266898,-103.657514
2023-01,64651,40.266898,-103.657514
2023-01,64652,40.266856,-103.65937
2023-01,64653,39.523107,-107.815344
2023-01,64654,39.414671,-108.090731
2023-01,64655,40.241166,-104.771384
2023-01,59848,38.7745,-104.7458
2023-01,59974,38.935,-104.212
2023-01,59975,39.334,-102.173
2023-01,60008,37.691863,-105.990812
2023-01,60023,40.081444,-104.746661
2023-01,59849,39.7876,-104.5859
2023-01,59850,39.7867,-104.5877
2023-01,64388,39.825708,-104.97312
2023-01,60720,40.232146,-104.791865
2023-01,60722,40.609968,-103.145084
2023-01,60723,37.195886,-105.982424
2023-01,60724,39.638358,-104.674249
2023-01,60725,39.784937,-104.583391
2023-01,60726,39.765479,-104.588631
2023-01,62445,37.766416,-104.42945
2023-01,63803,39.088845,-103.025074
2023-01,65898,39.82,-104.75
2023-01,10003,39.7606,-105.215
2023-01,62495,38.6299,-104.6526
2023-01,61563,39.759298,-104.621139
2023-01,63770,38.207518,-104.596708
2023-01,58481,38.306111,-104.58
2023-01,64880,39.752297,-104.667388
2023-01,62376,38.977759,-104.252715
2023-01,66247,38.663372,-107.996652
2023-01,63022,38.745474,-104.777675
2023-01,63092,40.66583,-103.132442
2023-01,65059,40.613364,-102.9526
2023-01,65084,39.247705,-106.876811
2023-01,62489,39.046623,-102.822377
2023-01,64592,38.9,-107.5
2023-01,57643,38.1728,-104.62
2023-01,59144,39.9825,-104.940833
2023-01,59143,40.029444,-105.004722
2023-01,60119,40.1464,-105.8683
2023-01,58622,40.324167,-105.208889
2023-01,64152,40.105427,-104.413144
2023-01,62663,40.289366,-104.783613
2023-01,62664,39.63838,-104.562645
2023-01,63536,39.75,-104.75
2023-01,61991,39.761569,-104.45903
2023-01,64200,40.122552,-105.130321
2023-01,60320,39.859564,-105.149694
2023-01,64386,40.317966,-104.770747
2023-01,65520,40.231806,-104.79894
2023-01,65609,40.293752,-104.806202
2023-01,63163,39.959166,-105.846
2023-01,63164,40.8125,-106.289722
2023-01,58901,38.239167,-107.758056
2023-01,59198,40.6316,-103.194694
2023-01,59199,39.0672,-108.509139
2023-01,59807,39.899444,-104.675338
2023-01,62224,40.44,-104.64
2023-01,62239,37.453381,-105.878021
2023-01,62243,39.638,-104.604
2023-01,62244,39.145,-108.32
2023-01,61314,40.386197,-104.55095
2023-01,63586,40.386223,-104.554038
2023-01,63587,40.575118,-104.89577
2023-01,65235,39.752244,-104.66509
2023-01,65236,39.750499,-104.66733
2023-01,65237,39.752334,-104.66733
2023-01,61811,39.68646,-104.01398
2023-01,60497,40.579472,-104.895675
2023-01,65032,38.180331,-104.518529
2023-01,62877,39.885061,-104.982339
2023-01,59239,39.526111,-107.696111
2023-01,64123,38.27,-104.72
2023-01,66095,37.361706,-108.524683
2023-01,60247,40.418786,-104.891944
2023-01,60248,40.577889,-104.894792
2023-01,61472,37.068132,-106.018925
2023-01,58769,40.964167,-103.077222
2023-01,58783,38.483333,-107.755
2023-01,58784,38.470278,-107.771389
2023-01,60511,38.602102,-104.694688
2023-01,63869,40.038266,-105.244892
2023-01,61190,38.450483,-107.776727
2023-01,61191,38.404377,-107.810213
2023-01,61189,38.491966,-108.002283
2023-01,62667,39.981606,-105.063747
2023-01,60304,37.372,-104.843
2023-01,60764,39.795,-104.433
2023-01,60351,40.863809,-105.0111
2023-01,61398,42.009,-72.65
2023-01,63354,41.821518,-72.507383
2023-01,63358,41.642322,-72.74090699999999
2023-01,58554,41.955,-72.445833
2023-01,10567,41.9227,-72.6255
2023-01,55042,41.169200000000004,-73.1844
2023-01,10646,41.475,-72.0688
2023-01,563,41.7495,-72.6524
2023-01,50648,41.6492,-72.9153
2023-01,566,41.3107,-72.1677
2023-01,57598,41.362778,-72.0825
2023-01,6635,41.44823,-72.834884
2023-01,57599,41.4711,-72.1022
2023-01,57601,41.3367,-72.02
2023-01,57602,41.6041,-71.9825
2023-01,57603,41.5694,-72.1175
2023-01,57605,41.3469,-72.0411
2023-01,57604,41.5683,-72.2322
2023-01,59415,41.542778,-72.093611
2023-01,59701,41.400008,-72.085993
2023-01,581,41.52679,-72.064935
2023-01,583,41.538955,-72.050936
2023-01,57624,41.5256,-72.0833
2023-01,568,41.1706,-73.1844
2023-01,6156,41.283997,-72.904323
2023-01,559,41.915312,-72.693616
2023-01,54236,41.3315,-72.0786
2023-01,57689,41.1117,-73.3928
2023-01,59801,41.472492,-73.207043
2023-01,62455,41.24019,-73.14603
2023-01,57070,41.2108,-73.1075
2023-01,57068,41.554444,-72.576666
2023-01,56047,41.481243,-73.123108
2023-01,58152,41.405278,-73.4475
2023-01,60040,41.288803,-72.898622
2023-01,60054,41.157591,-73.208084
2023-01,60593,41.358035,-73.007805
2023-01,56798,41.553227,-72.596867
2023-01,65197,41.339715,-72.865033
2023-01,65198,41.33788,-72.870281
2023-01,66152,41.38151,-72.103214
2023-01,56928,41.1589,-73.2572
2023-01,58159,41.809167,-72.254167
2023-01,57666,41.4731,-71.9606
2023-01,58158,41.556389,-72.653889
2023-01,61820,41.295715,-72.91995
2023-01,56629,41.5444,-73.0417
2023-01,539,41.5826,-73.4349
2023-01,541,41.659046000000004,-73.491984
2023-01,551,41.6651,-72.1221
2023-01,56189,41.0372,-73.5564
2023-01,552,41.44842,-73.295321
2023-01,553,41.3833,-73.1714
2023-01,554,41.5725,-72.0458
2023-01,557,41.555425,-72.041829
2023-01,560,41.957272,-73.369297
2023-01,56847,41.664376,-71.92418
2023-01,50564,41.547671,-73.425237
2023-01,50883,41.1625,-73.2083
2023-01,54758,41.584429,-72.041629
2023-01,58084,41.558333,-73.413611
2023-01,544,41.209797,-73.108976
2023-01,55517,41.448694,-72.835364
2023-01,540,41.2925,-72.7942
2023-01,542,41.0289,-73.5989
2023-01,561,41.798943,-73.116267
2023-01,565,41.776109,-73.120886
2023-01,546,41.4281,-72.1019
2023-01,55860,41.798656,-71.886759
2023-01,54605,41.748327,-72.636693
2023-01,55149,41.872043,-71.895799
2023-01,54302,41.988611,-73.0194
2023-01,10063,41.324308,-73.102111
2023-01,55126,41.224355,-73.099728
2023-01,562,41.554944,-72.579075
2023-01,62021,41.656,-72.159
2023-01,62023,41.656,-72.16
2023-01,62024,41.656,-72.162
2023-01,62025,41.657,-72.161
2023-01,62026,41.655,-72.161
2023-01,63239,41.583,-71.902
2023-01,63240,41.583,-71.904
2023-01,63244,41.768299999999996,-72.0783
2023-01,63245,41.769800000000004,-72.0794
2023-01,63263,41.679,-71.905
2023-01,64217,42.02956,-72.50324
2023-01,64218,42.0305,-72.503952
2023-01,64219,42.03107,-72.50438
2023-01,64370,41.68,-71.901
2023-01,65152,41.5825,-71.9018
2023-01,65287,42.03263,-72.50491
2023-01,65353,41.77,-72.0802
2023-01,58876,41.623889,-72.043056
2023-01,61786,41.746288,-72.689356
2023-01,58116,41.776111,-72.606667
2023-01,61728,41.946333,-71.883799
2023-01,58224,41.691389,-72.76861099999999
2023-01,58327,41.927102,-72.683143
2023-01,58365,41.552778,-72.625
2023-01,62639,41.763257,-72.557144
2023-01,62640,41.763592,-72.56329
2023-01,58237,41.691944,-72.761111
2023-01,62318,41.418331,-71.836729
2023-01,58184,41.452778,-72.136111
2023-01,59967,41.869302,-72.718315
2023-01,62615,41.865827,-72.573956
2023-01,60392,41.333889,-72.071111
2023-01,62657,41.541596,-72.475018
2023-01,64753,41.5948,-72.71316
2023-01,63673,41.110861,-73.421968
2023-01,59495,41.416944,-72.234444
2023-01,64977,41.83019,-73.07802
2023-01,64978,41.69097,-72.97855
2023-01,64979,41.61968,-73.14844
2023-01,65667,41.89,-72.518
2023-01,65668,41.89,-72.518
2023-01,65784,41.72795,-72.93262
2023-01,61408,41.892997,-72.98595
2023-01,61743,41.4,-72.0855
2023-01,58551,41.168056,-73.211111
2023-01,63438,41.165036,-73.19606
2023-01,59788,42.015023,-72.511892
2023-01,66201,40.741895,-73.989308
2023-01,52061,41.7631,-72.6733
2023-01,57179,41.7614,-72.6686
2023-01,60225,41.570584,-72.158607
2023-01,60228,41.538324,-72.122544
2023-01,60605,41.538324,-72.122544
2023-01,60607,41.381256,-72.076886
2023-01,60608,41.39546,-72.079191
2023-01,60609,41.576946,-72.104609
2023-01,64559,41.44175,-72.83737
2023-01,61541,41.643223,-72.633011
2023-01,64515,41.055636,-73.55198
2023-01,60109,41.716998,-72.536077
2023-01,63302,41.815417,-72.614377
2023-01,63537,41.45,-72.85
2023-01,66053,41.59413,-72.33131
2023-01,60683,41.3907,-73.4354
2023-01,60880,41.964,-72.309
2023-01,60700,41.961067,-73.140779
2023-01,54385,41.3686,-73.0856
2023-01,61703,41.250009,-73.09865
2023-01,62076,41.28114,-72.81028
2023-01,63592,41.974794,-72.510833
2023-01,58664,41.862778,-71.891667
2023-01,63374,41.548826,-72.706877
2023-01,63375,41.548826,-72.706877
2023-01,63262,42.01,-73.335
2023-01,63288,41.5489,-73.0245
2023-01,60909,41.7915,-72.65090000000001
2023-01,61736,41.83184,-71.919867
2023-01,64387,41.749867,-71.932481
2023-01,63428,38.936172,-76.968186
2023-01,65176,38.82568,-77.00205
2023-01,57788,38.885709,-77.028373
2023-01,63917,38.819244,-77.018944
2023-01,63970,38.977175,-77.031405
2023-01,63347,38.882704,-77.007443
2023-01,62374,38.852655,-77.009291
2023-01,63478,38.900216,-77.050788
2023-01,62710,38.874155,-77.006676
2023-01,65133,38.89829,-76.95561000000001
2023-01,59012,38.820556,-77.018333
2023-01,64379,38.84683,-76.97592
2023-01,58473,38.663992,-75.400542
2023-01,7962,39.279179,-75.623928
2023-01,57330,38.993056,-75.4375
2023-01,56429,38.5992,-75.4342
2023-01,56430,39.0339,-75.7233
2023-01,7318,39.145036,-75.548172
2023-01,57176,38.782931,-75.164903
2023-01,591,39.7302,-75.5371
2023-01,592,39.600408,-75.626811
2023-01,593,39.73886,-75.50384
2023-01,597,39.7283,-75.6289
2023-01,52193,39.5871,-75.6343
2023-01,7153,39.7436,-75.5072
2023-01,57349,39.187195,-75.499396
2023-01,58110,39.668889,-75.716111
2023-01,58433,39.610083,-75.62974
2023-01,594,38.5857,-75.2341
2023-01,59715,39.736708,-75.511747
2023-01,57337,39.183611,-75.504444
2023-01,61206,38.717509,-75.288789
2023-01,58228,38.923056,-75.453333
2023-01,59783,39.693333,-75.543056
2023-01,63700,39.75787,-75.62208
2023-01,59922,39.781498,-75.548387
2023-01,57772,38.757689,-75.602031
2023-01,65304,39.395187,-75.7535
2023-01,65791,39.18568,-75.68538
2023-01,63392,38.664989,-75.399444
2023-01,10030,39.149549,-75.547335
2023-01,61800,39.279702,-75.622424
2023-01,61934,39.723644,-75.545978
2023-01,59973,28.3737,-81.562589
2023-01,10431,30.43424,-81.645351
2023-01,50466,30.0688,-83.5253
2023-01,10008,30.314467,-81.662705
2023-01,50629,28.740206,-81.889188
2023-01,10020,28.811828,-81.865273
2023-01,10188,28.05485,-81.798166
2023-01,10275,27.9114,-81.6006
2023-01,50633,27.908,-81.9185
2023-01,10204,27.860500000000002,-82.3903
2023-01,696,24.710833,-81.0927
2023-01,617,26.0856,-80.1253
2023-01,613,26.0686,-80.1984
2023-01,620,28.8419,-81.3256
2023-01,621,25.4356,-80.3308
2023-01,619,26.7653,-80.0525
2023-01,634,27.859535,-82.601759
2023-01,638,30.376389,-83.180556
2023-01,628,28.9656,-82.6977
2023-01,8049,28.262778,-81.548611
2023-01,65978,26.0686,-80.1984
2023-01,627,27.758056,-82.635278
2023-01,564,28.4822,-81.1678
2023-01,56518,29.6383,-82.34
2023-01,57241,29.7675,-82.396388
2023-01,6043,27.0536,-80.5628
2023-01,6045,27.348611,-80.246389
2023-01,7715,30.59208,-87.135391
2023-01,56407,26.6986,-80.3747
2023-01,63998,30.603831,-83.098058
2023-01,63999,29.5112,-82.274833
2023-01,64145,28.99999,-82.672244
2023-01,64146,30.103137,-85.410393
2023-01,61768,27.5,-80.44
2023-01,62206,26.7601,-80.3065
2023-01,62394,27.060112,-80.474488
2023-01,62490,30.296207,-82.864333
2023-01,64533,27.641125,-81.941581
2023-01,664,29.6461,-82.3208
2023-01,62491,27.630392,-80.79478399999999
2023-01,62493,27.573193,-82.191421
2023-01,62631,26.701639,-81.129155
2023-01,62632,27.321884,-81.809077
2023-01,62633,29.612188,-81.844528
2023-01,62634,26.857879,-81.759645
2023-01,62645,30.2473,-82.226907
2023-01,50666,28.3681,-82.5583
2023-01,61029,27.609456,-80.537189
2023-01,61050,27.316187,-81.783899
2023-01,61051,27.865833,-80.521111
2023-01,61052,27.237778,-80.541389
2023-01,61763,30.29,-82.75
2023-01,61766,25.64,-80.49
2023-01,61767,29.08,-81.1
2023-01,61022,29.756944,-81.897222
2023-01,56929,27.3232,-81.8019
2023-01,65432,30.76055,-85.06952
2023-01,65433,30.64691,-86.93821
2023-01,65438,27.627009,-80.804159
2023-01,663,29.7592,-82.3878
2023-01,62923,29.97397,-82.30099
2023-01,62924,27.522,-80.54726
2023-01,56930,28.4586,-80.6811
2023-01,57502,30.57,-87.39
2023-01,59993,26.861592,-81.751011
2023-01,62914,30.50391,-81.88411
2023-01,62915,29.89857,-81.69333
2023-01,62916,29.774987,-81.427853
2023-01,62917,27.32063,-81.81024
2023-01,62919,27.59686,-80.57071
2023-01,65040,26.474576,-81.433471
2023-01,65041,27.5966,-82.25272
2023-01,65042,27.580883,-80.652711
2023-01,61024,26.692646,-81.324953
2023-01,62925,30.28251,-82.18378
2023-01,63109,28.528933,-80.6789
2023-01,63110,26.782655,-80.352619
2023-01,62921,27.8421,-80.631554
2023-01,62922,27.21421,-80.74458
2023-01,54466,28.442623,-81.412343
2023-01,7302,27.788215,-81.869983
2023-01,7345,29.640278,-82.348611
2023-01,7699,27.746369,-81.849446
2023-01,8048,28.184444,-82.788611
2023-01,63754,30.877262,-85.40065
2023-01,64300,27.607892,-80.75812
2023-01,64301,27.448142,-82.080693
2023-01,64546,25.798977999999998,-80.197098
2023-01,64757,30.782897,-85.078686
2023-01,65036,30.841873,-87.343975
2023-01,65037,26.381386,-81.053721
2023-01,65038,26.417212,-81.03531
2023-01,65039,27.264113,-80.546851
2023-01,65420,27.24354,-80.67097
2023-01,65422,30.45463,-85.27853
2023-01,65423,25.54255,-80.55434
2023-01,65424,30.91993,-87.34002
2023-01,65427,30.569958,-85.040244
2023-01,63518,30.466428,-82.968718
2023-01,63978,27.585836,-82.061964
2023-01,63982,27.639778,-81.654367
2023-01,63995,29.613561,-82.806892
2023-01,63996,29.732141,-85.391431
2023-01,65428,27.29783,-80.54214
2023-01,65431,29.88213,-81.67618
2023-01,6046,28.903863,-81.332329
2023-01,612,26.6967,-81.7831
2023-01,609,28.4698,-80.7644
2023-01,55412,28.0525,-81.8083
2023-01,59954,28.058078,-81.241681
2023-01,60071,30.119304,-83.560054
2023-01,60788,30.376254,-83.174114
2023-01,61807,30.444324,-83.186935
2023-01,6042,27.6058,-82.3456
2023-01,60345,27.634167,-80.791111
2023-01,61020,27.573256,-80.578178
2023-01,61021,29.665556,-82.058333
2023-01,61982,29.882644,-82.696145
2023-01,62541,27.331136,-81.364018
2023-01,62542,28.899548,-81.330856
2023-01,62543,29.635051,-82.843085
2023-01,63517,29.52147,-82.432767
2023-01,643,30.2686,-85.7003
2023-01,641,30.5661,-87.2244
2023-01,56400,27.383889,-80.3775
2023-01,60005,29.17016,-81.064121
2023-01,60006,25.770008,-80.367743
2023-01,60014,27.607469,-82.355275
2023-01,60061,27.320919,-81.806863
2023-01,50310,30.4736,-87.2361
2023-01,10562,30.6612,-81.473
2023-01,7294,28.4263,-81.5809
2023-01,55192,28.1289,-81.0978
2023-01,55318,28.493176,-80.780246
2023-01,683,28.493232,-80.780124
2023-01,54627,26.5769,-80.7469
2023-01,57123,30.227953,-82.040881
2023-01,61777,28.39265,-80.828666
2023-01,61780,28.790186,-81.089015
2023-01,50858,27.954901,-82.340469
2023-01,50884,27.8733,-82.6741
2023-01,7954,29.0213,-80.9949
2023-01,50971,27.483358,-82.548341
2023-01,50482,26.7351,-80.9377
2023-01,61821,30.23,-81.51
2023-01,54365,27.87082,-81.825061
2023-01,54426,27.8489,-81.8775
2023-01,7242,27.7286,-81.9897
2023-01,7873,27.9072,-82.4231
2023-01,59769,27.965797,-82.532816
2023-01,60371,27.986163,-81.690172
2023-01,61654,27.769667,-82.233972
2023-01,61655,27.89008,-81.98717
2023-01,61656,27.681278,-82.164656
2023-01,61657,27.719139,-82.033889
2023-01,61663,27.753272,-82.164656
2023-01,61664,28.39799,-82.22043
2023-01,61665,27.664583,-81.964222
2023-01,61666,27.913306,-81.810111
2023-01,61667,27.736389,-82.271722
2023-01,62750,27.679868,-82.410644
2023-01,63495,27.78,-81.98
2023-01,64631,27.806645,-81.955676
2023-01,64641,27.781988,-82.390452
2023-01,64657,27.55325,-82.3049
2023-01,65684,27.924942,-87.071212
2023-01,65687,27.676065,-82.456163
2023-01,65771,27.782731,-82.4008
2023-01,50887,26.0687,-80.1986
2023-01,50572,26.287966,-80.166526
2023-01,58012,27.953889,-82.4325
2023-01,61173,25.7915,-80.3838
2023-01,50474,30.4522,-82.8644
2023-01,57128,29.122882,-82.055452
